sku,name,category,color,price,image_url
u0000000051698,特級彈性緊身褲,女士裙子,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000051698/main/first/561/1.jpg
u0000000019501,棉質舒適九分褲,女士裙子,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000019501/main/first/561/1.jpg
u0000000019602,SMART 九分褲(彈性)(格紋)(稍長),女士裙子,白色,NT$290,https://www.uniqlo.com/tw/hmall/test/u0000000019602/main/first/561/1.jpg
u0000000052455,特級彈性Active束口褲,女士裙子,白色,NT$490,https://www.uniqlo.com/tw/hmall/test/u0000000052455/main/first/561/1.jpg
u0000000052618,SMART 寬褲,女士裙子,白色,NT$590,https://www.uniqlo.com/tw/hmall/test/u0000000052618/main/first/561/1.jpg
u0000000050249,棉質舒適九分褲(牛仔),女士裙子,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000050249/main/first/561/1.jpg
u0000000052642,繭型褲,女士裙子,白色,NT$1490,https://www.uniqlo.com/tw/hmall/test/u0000000052642/main/first/561/1.jpg
u0000000052321,燈芯絨工裝長褲,女士裙子,深灰色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000052321/main/first/561/1.jpg
u0000000052089,刷毛外套(長袖)(拼色),男士上衣,淺灰色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000052089/main/first/561/1.jpg
u0000000052605,刷毛寬版開襟外套,男士上衣,深灰色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000052605/main/first/561/1.jpg
u0000000020399,寬版休閒連帽上衣,男士上衣,黑色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000020399/main/first/561/1.jpg
u0000000050265,UNIQLO LOGO印花休閒上衣(長袖),男士上衣,白色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000050265/main/first/561/1.jpg
u0000000050685,DRY-EX防曬印花連帽外套,男士上衣,深灰色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000050685/main/first/561/1.jpg
u0000000052417,DRY-EX防曬連帽外套,男士上衣,深灰色,NT$390,https://www.uniqlo.com/tw/hmall/test/u0000000052417/main/first/561/1.jpg
u0000000051873,府綢襯衫(長袖)(格紋),男士上衣,黑色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000051873/main/first/561/1.jpg
u0000000019304,吉卜力工作室 休閒上衣(長袖),男士上衣,黑色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000019304/main/first/561/1.jpg
u0000000052201,寬版休閒上衣(長袖),男士上衣,灰色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000052201/main/first/561/1.jpg
u0000000052603,刷毛寬褲,男士上衣,白色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000052603/main/first/561/1.jpg
u0000000052725,ZOOTOPIA 印花休閒上衣(長袖),男士上衣,黑色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000052725/main/first/561/1.jpg
u0000000052756,休閒連帽上衣(長袖),男士上衣,深灰色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000052756/main/first/561/1.jpg
u0000000052379,磨毛棉質開領寬版襯衫(長袖),男士上衣,淺灰色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000052379/main/first/561/1.jpg
u0000000051926,寬版休閒連帽上衣(長袖),男士上衣,深灰色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000051926/main/first/561/1.jpg
u0000000051955,府綢寬版襯衫(長袖)(條紋),男士上衣,白色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000051955/main/first/561/1.jpg
u0000000051997,法蘭絨襯衫(長袖),男士上衣,黑色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000051997/main/first/561/1.jpg
u0000000050307,休閒上衣(長袖),男士上衣,白色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000050307/main/first/561/1.jpg
u0000000050301,休閒連帽外套(長袖),男士上衣,淺灰色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000050301/main/first/561/1.jpg
u0000000051575,牛仔寬版襯衫(長袖),男士上衣,黑色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000051575/main/first/561/1.jpg
u0000000052020,法蘭絨襯衫(長袖/格紋),男士上衣,深灰色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000052020/main/first/561/1.jpg
u0000000052733,ZOOTOPIA 印花休閒上衣(長袖),男士上衣,淺灰色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000052733/main/first/561/1.jpg
u0000000052100,柔軟棉質圓領T恤(長袖),男士上衣,深灰色,NT$590,https://www.uniqlo.com/tw/hmall/test/u0000000052100/main/first/561/1.jpg
u0000000052582,針織刷毛外套(長袖),男士上衣,深灰色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000052582/main/first/561/1.jpg
u0000000053019,法蘭絨襯衫(長袖/格紋),男士上衣,黑色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000053019/main/first/561/1.jpg
u0000000052503,柔軟刷毛舒適束口褲,男士上衣,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000052503/main/first/561/1.jpg
u0000000050267,打褶寬褲(稍長),女士裙子,白色,NT$290,https://www.uniqlo.com/tw/hmall/test/u0000000050267/main/first/561/1.jpg
u0000000052167,棉質繭型九分褲,女士裙子,白色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000052167/main/first/561/1.jpg
u0000000052712,休閒長褲,女士裙子,白色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000052712/main/first/561/1.jpg
u0000000052618,SMART 寬褲,女士裙子,白色,NT$590,https://www.uniqlo.com/tw/hmall/test/u0000000052618/main/first/561/1.jpg
u0000000052993,休閒直筒長褲,女士裙子,白色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000052993/main/first/561/1.jpg
u0000000052329,HEATTECH毛絨休閒長褲,女士裙子,白色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000052329/main/first/561/1.jpg
u0000000052189,細褶長裙(印花),女士裙子,灰色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000052189/main/first/561/1.jpg
u0000000051430,SMART 九分褲(稍長),女士裙子,白色,NT$290,https://www.uniqlo.com/tw/hmall/test/u0000000051430/main/first/561/1.jpg
u0000000051527,可機洗米蘭羅紋寬襬裙,女士裙子,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000051527/main/first/561/1.jpg
u0000000051950,SMART 喇叭褲,女士裙子,白色,NT$590,https://www.uniqlo.com/tw/hmall/test/u0000000051950/main/first/561/1.jpg
u0000000052772,棉質舒適九分褲(牛仔),女士裙子,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000052772/main/first/561/1.jpg
u0000000050639,棉質短褲,女士裙子,白色,NT$590,https://www.uniqlo.com/tw/hmall/test/u0000000050639/main/first/561/1.jpg
u0000000052337,保暖彈性長褲,女士裙子,白色,NT$1490,https://www.uniqlo.com/tw/hmall/test/u0000000052337/main/first/561/1.jpg
u0000000051698,特級彈性緊身褲,女士裙子,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000051698/main/first/561/1.jpg
u0000000052573,特級彈性牛仔緊身褲,女士裙子,黑色,NT$290,https://www.uniqlo.com/tw/hmall/test/u0000000052573/main/first/561/1.jpg
u0000000050348,特級彈性Active束口褲,女士裙子,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000050348/main/first/561/1.jpg
u0000000053084,棉質舒適九分褲(牛仔),女士裙子,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000053084/main/first/561/1.jpg
u0000000051884,蛋糕裙,女士裙子,白色,NT$390,https://www.uniqlo.com/tw/hmall/test/u0000000051884/main/first/561/1.jpg
u0000000050211,孕婦包腹SMART九分褲,女士裙子,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000050211/main/first/561/1.jpg
u0000000050917,特級彈性短褲,女士裙子,白色,NT$490,https://www.uniqlo.com/tw/hmall/test/u0000000050917/main/first/561/1.jpg
u0000000052955,可機洗針織羅紋長褲,女士裙子,白色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000052955/main/first/561/1.jpg
u0000000051717,SMART 九分褲,女士裙子,灰色,NT$990,https://www.uniqlo.com/tw/hmall/test/u0000000051717/main/first/561/1.jpg
u0000000052175,細褶長裙(拼色),女士裙子,黑色,NT$790,https://www.uniqlo.com/tw/hmall/test/u0000000052175/main/first/561/1.jpg
u0000000052543,棉質卡其褲,女士裙子,白色,NT$1290,https://www.uniqlo.com/tw/hmall/test/u0000000052543/main/first/561/1.jpg
u0000000052455,特級彈性Active束口褲,女士裙子,白色,NT$490,https://www.uniqlo.com/tw/hmall/test/u0000000052455/main/first/561/1.jpg
